Document_Id,Review,Clean_Text,Sentiment
868,"Baffled by the reviews here! This is a self-indulgent, unoriginal, poke in the eye, middle finger to the viewers piece of shallow trash.There are no interesting characters, no interesting events, no moments of insight, nothing whatsoever to make it worth one's time to watch this drivel.It is derivative of several other more original and thoughtful films & stories. There is almost no story here, actually. It is just little scenes of shallowness, one after the other. There are no surprises. The reveal at the end is completely devoid of surprise. The writer director seems to go for pruerient, lame attempts to shock, but nothing - NOTHING - is unexpected, nothing is surprising.And, there are no sympathetic characters at all. That can be OK on a well made - well written & well directed - film. But, this is not that film.This is shallow, ugly in spirit (because the writer/ director is deliberate in her meanness, callowness, shallowness and crude manipulation of viewers' generosity in given her (the director) their time and a level of confidence that they will be rewarded for watching.This is an absolute paper-thin crap movie, pretending to a higher-brow film. It's garbage. It will be deservedly tossed on the trash heap over time - not too long in it's run.",baffl review selfindulg unorigin poke eye middl finger viewer piec shallow trashther interest charact interest event moment insight noth whatsoev make worth one time watch drivelit deriv sever origin thought film stori almost stori actual littl scene shallow one surpris reveal end complet devoid surpris writer director seem go pruerient lame attempt shock noth noth unexpect noth surprisingand sympathet charact ok well made well written well direct film filmthi shallow ugli spirit writer director deliber mean callow shallow crude manipul viewer generos given director time level confid reward watchingthi absolut paperthin crap movi pretend higherbrow film garbag deservedli toss trash heap time long run,Positive
869,"I had been anxious to see this film due to the presence of Barry Keoghan as I found him fascinating in The Killing of a Sacred Deer and immensely entertaining in The Banshees of Inisherin, however the one thing I wasn't expecting was to see him in such an erotic role, but eroticism is the name of the game here and he plays it boldly and very well, to put it mildly. That's a good thing as he is front and center and in between at all times. I knew he was one of the leads in this, but I didn't know how much his role dominated the film. I've viewed this twice now and he is truly excellent. He plays innocent, backwards, funny, sexy, mysterious, sly, vile and evil all equally well. His presence and his performance is very fortunate as the film itself offers nothing terribly original in this Purple Noon/Mr. Ripley scenario, though the writing is witty and smart and there is nothing wrong with the rest of the cast either. They just don't have roles like he does! The object of his adoration is played by Jacob Elordi who does a good job here as does Rosamund Pike, Archie Madekwe and Carey Mulligan is a small, extremely funny role. As has been much discussed this does have a couple of rather outrageous scenes that might be upsetting to some, so those easily, or perhaps even those not so easily offended, might want to avoid this. As has also been much discussed Keoghan does have a rather extensive nude sequence. Besides the nudity, which he has nothing to be ashamed of, I'm not sure what to make of this scene. I can understand its existence, but I'm a little unclear as to why he sashays through it in the manner that he does. This is Emerald Fennell's second film as a director and while it hasn't received the acclaim of the first, Promising Young Woman, I did enjoy this more.",anxiou see film due presenc barri keoghan found fascin kill sacr deer immens entertain banshe inisherin howev one thing wasnt expect see erot role erotic name game play boldli well put mildli that good thing front center time knew one lead didnt know much role domin film ive view twice truli excel play innoc backward funni sexi mysteri sli vile evil equal well presenc perform fortun film offer noth terribl origin purpl noonmr ripley scenario though write witti smart noth wrong rest cast either dont role like object ador play jacob elordi good job rosamund pike archi madekw carey mulligan small extrem funni role much discus coupl rather outrag scene might upset easili perhap even easili offend might want avoid also much discus keoghan rather extens nude sequenc besid nuditi noth asham im sure make scene understand exist im littl unclear sashay manner emerald fennel second film director hasnt receiv acclaim first promis young woman enjoy,Positive
870,"It must be observed that ""Saltburn"" is a vile and disgusting motion picture. The characters are unsympathetic, and their actions abhorrent with the bodily fluids flowing throughout this nauseating experience.The Catton family is depicted as an idle, hedonistic relic of the past that deserves to be picked off one-by-one with the implication that the British aristocracy belongs in the gutter. The beautiful Catton home includes detritus from the past such as Shakespeare's First Folio and paintings of Rubens that should be discarded along with the worn out Lords of England.The middle-class is also treated with utter contempt, as young Oliver is apparently so ashamed of his family that he informs his friends that his father is dead and is mother is a drunk. The parents are proud of their son. He wants them out of his life.Even the hallowed halls of The University of Oxford have lost any luster of the joy of learning. The single don that we meet in a tutorial has not even read the books on the students' reading list.This film will shortly be forgotten. But it leaves a record of a decadent, nihilistic era that has been stripped of the basic values of humanity and civilization.",must observ saltburn vile disgust motion pictur charact unsympathet action abhorr bodili fluid flow throughout nauseat experienceth catton famili depict idl hedonist relic past deserv pick onebyon implic british aristocraci belong gutter beauti catton home includ detritu past shakespear first folio paint ruben discard along worn lord englandth middleclass also treat utter contempt young oliv appar asham famili inform friend father dead mother drunk parent proud son want lifeeven hallow hall univers oxford lost luster joy learn singl meet tutori even read book student read listthi film shortli forgotten leav record decad nihilist era strip basic valu human civil,Negative
871,"I was quite nervous when I saw this. I was expecting a sort of hybrid of ""Another Country"" meets ""Brideshead Revisited"" as the story of ""Ollie"" (Barry Keoghan) and his aristocratic pal ""Felix"" (Jacob Elordi) unfolds. Both are at Oxford university, but the former man is very much a poor relation of his well-heeled contemporaries. One afternoon, though, he comes to the aid of ""Felix"" lending him his bike, and what now ensues is a friendship that sees the two gradually start to bond and for the latter to invite his new friend to his eponymous stately pile as a guest of his mother (Rosamund Pike) and father (Richard E. Grant). Tagging along throughout this experience is the slightly malevolent and jealous ""Farleigh"" (Archie Madekwe) as their summer vacillates from the hedonistic and enjoyable to the ghastly and tragic. It's a bit of a slow starter, but once we arrive at the ancestral pile the story starts to gather pace and ""Ollie"" proves to be quite adept at navigating - even manipulating - the frequently quite treacherous environment in which he finds himself. It is definitely too dialogue heavy, but Keoghan is good here and there is quite an effectively building degree of menace as we start to realise that maybe things aren't all quite what they seem. I found Madekwe also rather good as the odious hanger-on (only a posher one) and Carey Mulligan walks quite a characterful tightrope too. The photography and aesthetic of the film along with Anthony Willis's score all add a degree of richness to a story that isn't as derivative as I feared. I can't think it's a film I will remember in a few years, but it is well worth a watch as Mr Keoghan continues on his journey to what must be greater success.",quit nervou saw expect sort hybrid anoth countri meet brideshead revisit stori olli barri keoghan aristocrat pal felix jacob elordi unfold oxford univers former man much poor relat wellheel contemporari one afternoon though come aid felix lend bike ensu friendship see two gradual start bond latter invit new friend eponym state pile guest mother rosamund pike father richard e grant tag along throughout experi slightli malevol jealou farleigh archi madekw summer vacil hedonist enjoy ghastli tragic bit slow starter arriv ancestr pile stori start gather pace olli prove quit adept navig even manipul frequent quit treacher environ find definit dialogu heavi keoghan good quit effect build degre menac start realis mayb thing arent quit seem found madekw also rather good odiou hangeron posher one carey mulligan walk quit charact tightrop photographi aesthet film along anthoni willis score add degre rich stori isnt deriv fear cant think film rememb year well worth watch mr keoghan continu journey must greater success,Positive
872,"Oliver Quick becomes captivated by fellow student at Oxford, Felix. When Felix tells Oliver that his father has died, Felix invites Oliver back to his family home, the grand mansion estate of Saltburn.Imagine coming from a humble background, and being dropped into a world of luxury and abundance, where aristocrats live their lives detached from reality.This had me captivated from start to finish, truly one of the most unique and original films that I've seen for some time.The trailer captivated me, I had high expectations, if I'm honest, it exceeded my expectations. The writing oozed quality, great story, with some magnificent characters.At times it's bizarre, amusing, sexy and intriguing, and at times it's just plain weird. It simmers away for the most part, until the last fifteen minutes or so, when it transformation with a jaw dropping twist.Beautifully filmed, it looks amazing, some of the camera work is exquisite, and that building is simply glorious.The acting is first rate, Rosamund Pike, Richard E Grant and Carey Mulligan are all spot on, Barry Keoghan however, his performance deserves awards, that dance!! Won't forget that in a hurry.Loved it, and didn't want it to end.9/10.",oliv quick becom captiv fellow student oxford felix felix tell oliv father die felix invit oliv back famili home grand mansion estat saltburnimagin come humbl background drop world luxuri abund aristocrat live live detach realitythi captiv start finish truli one uniqu origin film ive seen timeth trailer captiv high expect im honest exceed expect write ooz qualiti great stori magnific charactersat time bizarr amus sexi intrigu time plain weird simmer away part last fifteen minut transform jaw drop twistbeauti film look amaz camera work exquisit build simpli gloriousth act first rate rosamund pike richard e grant carey mulligan spot barri keoghan howev perform deserv award danc wont forget hurrylov didnt want end,Positive
873,"They say write what you know. What I know is this is perhaps the most ironic film I've ever seen. Many people may not know the director Emerald Fennell comes from a very wealthy family, went to private school her entire life (including Oxford), and got her start due to those private school connections. To watch her send up upper class privilege as grotesque and distorted is bizarre in its own right but even more bizzare is she is selling her satire for money.The movie itself feels like a giant trope, more characature than human and almost cliche in its representation of money as all encompassing and all corrupting. My only theory is this film is mainly an apology from Fennell, trying to convince us she's one of the ""good"" privileged people for sending up the world she was raised in. But then I remember she's enriching herself by making this film, selling privilege to beget more privilege.If there was an award for ironic film of the year, this would win hands down.",say write know know perhap iron film ive ever seen mani peopl may know director emerald fennel come wealthi famili went privat school entir life includ oxford got start due privat school connect watch send upper class privileg grotesqu distort bizarr right even bizzar sell satir moneyth movi feel like giant trope characatur human almost clich represent money encompass corrupt theori film mainli apolog fennel tri convinc u she one good privileg peopl send world rais rememb she enrich make film sell privileg beget privilegeif award iron film year would win hand,Positive
874,"I liked Emerald Fennell's first feature, A Promising Young Woman, although it was a little left field and a touch disturbing. In this movie, she ramps up the disturbing with many scenes of repulsive behaviour which feel way too gratuitous - if the British aristocracy is really like this, the country is screwed.The plot is essentially that of A Talented Mr Ripley but the script is nowhere near as good and the narrative is often disjointed and at times boring. The directorial style is dark and gothic, but a bit inconsistent - some scenes are too long, some are pointless and the whole movie could have been 20-30 minutes shorter.There's occasional humour but it's offset by the depravity, which is really overdone. The acting is excellent however - Barry Keoghan plays the main character to perfection as an allegedly poor and lonely soul at Oxford who is desperate for the friendship of the handsome, popular and rich son of an eccentric aristocrat family. Rosamund Pike is also superb as the matriarch. A cameo by Carey Mulligan however is a complete waste of her talents.The plot twist towards the end was somewhat predictable so hardly a shock for a movie trying to sporadically shock you with depraved behaviour mixed in with efforts to parody the British upper class - but with not much class.If you like pretentious Arthouse films designed to shock the senses and you don't mind the disjointed script, then this movie might well be for you. But if you prefer to be allowed to concentrate on the unfolding tale of immorality without the shock and awe, then TTMR is a far better movie.",like emerald fennel first featur promis young woman although littl left field touch disturb movi ramp disturb mani scene repuls behaviour feel way gratuit british aristocraci realli like countri screwedth plot essenti talent mr ripley script nowher near good narr often disjoint time bore directori style dark gothic bit inconsist scene long pointless whole movi could minut shorterther occasion humour offset deprav realli overdon act excel howev barri keoghan play main charact perfect allegedli poor lone soul oxford desper friendship handsom popular rich son eccentr aristocrat famili rosamund pike also superb matriarch cameo carey mulligan howev complet wast talentsth plot twist toward end somewhat predict hardli shock movi tri sporad shock deprav behaviour mix effort parodi british upper class much classif like pretenti arthous film design shock sen dont mind disjoint script movi might well prefer allow concentr unfold tale immor without shock awe ttmr far better movi,Positive
875,"Emerald Fennell is a very very posh person. She's from extraordinary wealth. To take nothing away from her achievements as a filmmaker (Promising Young Woman was a terrific, difficult watch and rightly lauded) - but going in knowing that and then coming out the other side of this morally disturbing parable, it's a troubling setting and one that irks me.The two most obvious antagonists are the type of people you'd typically be rooting for in a film about rich vs poor, and the fact it's turned on its head doesn't feel like an innovative step - it feels like the exact opposite. It feels like someone from enormous privilege trying to redress the balance, almost like a propaganda piece.It's beautifully shot. It's really well acted. It's a solidly entertaining (if broadly unoriginal) little film, but as someone NOT from the world of Saltburn - it left a sour taste.",emerald fennel posh person she extraordinari wealth take noth away achiev filmmak promis young woman terrif difficult watch rightli laud go know come side moral disturb parabl troubl set one irk meth two obviou antagonist type peopl youd typic root film rich v poor fact turn head doesnt feel like innov step feel like exact opposit feel like someon enorm privileg tri redress balanc almost like propaganda pieceit beauti shot realli well act solidli entertain broadli unorigin littl film someon world saltburn left sour tast,Negative
876,"Yes, it's derivative, and yes, if you have even moderate familiarity with movies from the last few decades you will think ""The Talented Mr. Ripley"" fairly early during its runtime. However, for the most part, I enjoyed it. Barry Keoghan never disappoints me. Whether he is playing a suicidal dullard in ""The Banshees of Inisherin"" or a psychotic mastermind in this movie (and many other roles in between), he is always brilliant.For me, unfortunately its third act is probably its most memorable feature because it requires an enormous suspension of disbelief. Rosamund's Elspeth character invites Keoghan's Oliver character into her home yet again even though his history there is unbelievably dubious. She claimed that she felt guilty about his exile, but one wonders about her motives. Was she trying to have sex with him at that point? Rosamund Pike is an ageless, gorgeous woman, and her character had endless wealth--she didn't need an average-looking poor guy in her life. Also, why did she sign away her fortune to him so quickly? Was she not suspicious about her sudden illness with him in her life again? The butler, who observes everything obsessively, remained a presence there. Even if Elspeth took leave of her senses, wouldn't he intercede? The third act defies any sort of logic.But again, it was worth watching.",ye deriv ye even moder familiar movi last decad think talent mr ripley fairli earli runtim howev part enjoy barri keoghan never disappoint whether play suicid dullard banshe inisherin psychot mastermind movi mani role alway brilliantfor unfortun third act probabl memor featur requir enorm suspens disbelief rosamund elspeth charact invit keoghan oliv charact home yet even though histori unbeliev dubiou claim felt guilti exil one wonder motiv tri sex point rosamund pike ageless gorgeou woman charact endless wealthsh didnt need averagelook poor guy life also sign away fortun quickli suspici sudden ill life butler observ everyth ob remain presenc even elspeth took leav sen wouldnt interced third act defi sort logicbut worth watch,Positive
877,"There is a lot of hype about this movie, and a lot of talk about how some of the scenes are not for the feint hearted and that it is full of twists and turns. I was lured in for all the wrong reasons and knew very little else about Saltburn when I sat down to watch it.My score of 3 is entirely for the cast. I can't fault any of them. Sadly that is only positive I can draw from this awful film.The twists - I saw all of them coming, most are heavily contrived, and none felt shocking in the slightest.The 'not for the feint hearted' stuff - Sucking ejaculate from a draining bath plug, eating menstrual blood, having sex with a recently filled grave! It is all gratuitous and for shock value only. Yet, without these scenes there is literally nothing else going on.Saltburn is a seriously dull watch, the humour is barely present at all. I would have turned off after about an hour, but having got that far I stayed in hope of a clever ending. Nothing clever here, in fact, rather than clever they went for nonsensical. As if no one would suspect that the new guy would be behind all the deaths so he could get his hands on the estate.Boring journey, weak plot, dull twists, and gratuitous scenes do not make for a good watch.3/10 for the cast 0/10 for the film.",lot hype movi lot talk scene feint heart full twist turn lure wrong reason knew littl el saltburn sat watch itmi score entir cast cant fault sadli posit draw aw filmth twist saw come heavili contriv none felt shock slightestth feint heart stuff suck ejacul drain bath plug eat menstrual blood sex recent fill grave gratuit shock valu yet without scene liter noth el go onsaltburn serious dull watch humour bare present would turn hour got far stay hope clever end noth clever fact rather clever went nonsens one would suspect new guy would behind death could get hand estatebor journey weak plot dull twist gratuit scene make good watch cast film,Negative
878,"I was willing to get involved in the story, but there was no story, just stuff happening, most of it unexplained, most of it silly and ridiculous, not shocking at all, just boring.I rewrote it in my head to make it make a little more sense, as the crumbs we are told and shown have so many holes they're sieves.He read about Saltburn, saw pictures, wanted to go there, yes, maybe already making plans to own it. THAT'S why he fixates on Felix (the 'happy'), recognising him for who he is. He wants to BE him, that's what the silly sexual stuff is about, unification, amalgamation with the desired natural born status, looks, etc.Thing is, this was all nothing. This was not a film about a psychopath, because that is shown in a 30 second collage towards the end, motivation never explained. Are we supposed to think it's jealousy? Bit lame. All we got up to that point is that he is a manipulator and a liar. The 'twist' is neither surprising nor shocking, it just takes you completely out of the film, because it's not gelled right. Several different movies and plotlines, and at the end it's an uninteresting mess.We are introduced to Oliver as a too straight nerd who wants to be part of the in-crowd. Okay, so we tag along, even believing that Felix likes him (because he's not a fanboy).As soon as we get to Saltburn the film loses credibility. Too much, too brash, too over-the-top, too silly, too boring.Story not told well, whatever it was. I sure don't care.",will get involv stori stori stuff happen unexplain silli ridicul shock boringi rewrot head make make littl sen crumb told shown mani hole theyr sievesh read saltburn saw pictur want go ye mayb alreadi make plan that fixat felix happi recognis want that silli sexual stuff unif amalgam desir natur born statu look etcth noth film psychopath shown second collag toward end motiv never explain suppos think jealousi bit lame got point manipul liar twist neither surpris shock take complet film gell right sever differ movi plotlin end uninterest messw introduc oliv straight nerd want part incrowd okay tag along even believ felix like he fanboya soon get saltburn film lose credibl much brash overthetop silli boringstori told well whatev sure dont care,Positive
879,"Sometimes you come across a filmmaker whose works you just don't like. And now, after two features in, I can honestly say that about writer-director Emerald Fennell. I didn't care much for her debut outing, ""Promising Young Woman"" (2020), and I can say the same (and more) about her follow-up effort, ""Saltburn."" This alleged thriller about a seemingly awkward but quietly sinister Oxford student (Barry Keoghan) who ingratiates himself into a family of wealthy English aristocrats features a story and characters about whom, quite frankly, I couldn't care less. (Think ""The Killing of a Sacred Deer"" (2017) with a cast of eccentric old money cronies and a wolf in sheep's clothing.) This assemblage of utterly reprehensible characters living utterly reprehensible lives and zealously adhering to utterly reprehensible values fails to endanger viewer empathy, interest or even connection. Much of the narrative is predictable and glacially paced, incorporates sequences that are included for little more than forced shock value, features monodimensional and blatantly obvious (almost trite) character development, and frequently stumbles in attempts at humor that are wedged in largely for the sake of convenience or calculatedly timed comic relief. It's the kind of picture that prompts regular looks at one's watch to see how much more one must endure and delivers welcome sighs of relief when the end finally comes. What's more, given the combined talent pool for this production, it's a genuine shame to see the likes of Rosamund Pike, Carey Mulligan and Richard E. Grant relegated to supporting roles in which their abilities are sorely underused. And then there's the excessively hammy performance of Keoghan, who's quite obviously (and knowingly) acting and not disappearing into the bona fide portrayal of a character. In all, this offering feels like a picture that tries awfully hard to see how much it can get away with, especially when seeking to invoke dropped jaws among audience members, much as this director's cinematic predecessor attempted to do. Save your money, and don't waste your time on this vastly overrated release from a vastly overrated filmmaker.",sometim come across filmmak whose work dont like two featur honestli say writerdirector emerald fennel didnt care much debut outing promis young woman say followup effort saltburn alleg thriller seemingli awkward quietli sinist oxford student barri keoghan ingrati famili wealthi english aristocrat featur stori charact quit frankli couldnt care le think kill sacr deer cast eccentr old money croni wolf sheep cloth assemblag utterli reprehens charact live utterli reprehens live zealous adher utterli reprehens valu fail endang viewer empathi interest even connect much narr predict glacial pace incorpor sequenc includ littl forc shock valu featur monodimension blatantli obviou almost trite charact develop frequent stumbl attempt humor wedg larg sake conveni calculatedli time comic relief kind pictur prompt regular look one watch see much one must endur deliv welcom sigh relief end final come what given combin talent pool product genuin shame see like rosamund pike carey mulligan richard e grant releg support role abil sore underus there excess hammi perform keoghan who quit obvious knowingli act disappear bona fide portray charact offer feel like pictur tri aw hard see much get away especi seek invok drop jaw among audienc member much director cinemat predecessor attempt save money dont wast time vastli overr releas vastli overr filmmak,Positive
880,"Saltburn, directed by Emerald Fennell (who brought us the excellent A Promising Young Woman), is a psychological thriller drama that attempts to navigate the maze-like world of the English aristocracy, but unfortunately, it loses its way. The film stars Barry Keoghan as Oliver Quick, a scholarship student at Oxford University, and Jacob Elordi as Felix Catton, a charming aristocrat who invites Oliver to spend a summer at his family's sprawling estate, Saltburn.Saltburn is set in the mid-2000s, a period marked by some economic and cultural decadence. It attempts to explore the clash of social classes, moral vacuity, and the seductions of wealth. However, the film's historical and cultural context feels superficial, failing to delve more deeply into the societal dynamics of the time. Despite being promising, the plot suffers from predictability and a lack of subtlety. The film tries to play with the idea of these enormous bastions of privilege and power as unique breeding grounds for strangeness, but it doesn't quite hit the mark. Forced and repetitive dialogues, which frequently feel artificial and contrived, further weaken the narrative.Despite having talented actors portraying them, the characters lack depth. Oliver, played by Keoghan, is a hateful, lustful, and envious character, but his portrayal is flat and uncomplicated. Felix, played by Elordi, is a character who comes from a life of blatant privilege, but his flimsy compassion does not seem real.Although Fennell's direction is bold, it lacks the dexterity required to make this intricate story come to life. The film's pacing is erratic; certain scenes seem rushed, while others drag on needlessly. The movie's soundtrack seems haphazard and does not improve the story. The movie also occasionally goes a bit too far in terms of taste and may have you cringing.The cinematography and production design are perhaps the film's strongest points. The grandeur of Saltburn, the sprawling estate, is captured beautifully, and the film does a commendable job of creating a lived-in feeling that feels glamorous and filthy at the same time. These artistic components, however, are insufficient to make up for the film's weak narrative.Saltburn is a film that promises much but delivers little. Despite its grand setting and talented cast, it fails to provide a compelling narrative or engaging characters. It's a film that tries to be a critique of the English aristocracy and a psychological thriller but falls short on both counts. While it may appeal to some viewers for its aesthetic appeal, it's a film that, unfortunately, doesn't live up to its potential. It's not a film I'd recommend.",saltburn direct emerald fennel brought u excel promis young woman psycholog thriller drama attempt navig mazelik world english aristocraci unfortun lose way film star barri keoghan oliv quick scholarship student oxford univers jacob elordi felix catton charm aristocrat invit oliv spend summer famili sprawl estat saltburnsaltburn set mid period mark econom cultur decad attempt explor clash social class moral vacuiti seduct wealth howev film histor cultur context feel superfici fail delv deepli societ dynam time despit promis plot suffer predict lack subtleti film tri play idea enorm bastion privileg power uniqu breed ground strang doesnt quit hit mark forc repetit dialogu frequent feel artifici contriv weaken narrativedespit talent actor portray charact lack depth oliv play keoghan hate lust enviou charact portray flat uncompl felix play elordi charact come life blatant privileg flimsi compass seem realalthough fennel direct bold lack dexter requir make intric stori come life film pace errat certain scene seem rush other drag needlessli movi soundtrack seem haphazard improv stori movi also occasion goe bit far term tast may cringingth cinematographi product design perhap film strongest point grandeur saltburn sprawl estat captur beauti film commend job creat livedin feel feel glamor filthi time artist compon howev insuffici make film weak narrativesaltburn film promis much deliv littl despit grand set talent cast fail provid compel narr engag charact film tri critiqu english aristocraci psycholog thriller fall short count may appeal viewer aesthet appeal film unfortun doesnt live potenti film id recommend,Positive
881,"Take a bit of A Separate Peace, The Talented Mr. Ripley, Brideshead Revisited, Howards End and many more, mix them up into a rather incoherent story, and you get this over-the-top bit of fluff. The problems are too numerous to mention, but the most glaring is that there's not a tad of credibility in the set-up. Stories that involve someone of one class mixing it up with someone of another must show there's a connection between the two people: that part is completely skipped over here. There's no connection at all between the two major characters. The bond is never explained.Then there's the issue of character: no one in the film is a real person: all of them are pawns to serve the grand plot which, when dissected, falls apart. These aren't people; they're vehicles for the screenwriter (director, producer, etc) to show off an interesting but ultimately flawed story.So much else is wrong with this movie but to give them all away would be to contain spoilers, and the reviews that are most worthwhile here at IMDB are the ones that warn the reader off a show.Consider yourself warned.",take bit separ peac talent mr ripley brideshead revisit howard end mani mix rather incoher stori get overthetop bit fluff problem numer mention glare there tad credibl setup stori involv someon one class mix someon anoth must show there connect two peopl part complet skip there connect two major charact bond never explainedthen there issu charact one film real person pawn serv grand plot dissect fall apart arent peopl theyr vehicl screenwrit director produc etc show interest ultim flaw storyso much el wrong movi give away would contain spoiler review worthwhil imdb one warn reader showconsid warn,Positive
